shrub_cover,NDVI,slope,elevation,aspect,solar,log_odds
0.0916003,0.213836,2.5304899,682,171.8699951,380277,9.314639964
0.0042299,0.215901,4.0760598,684,142.125,380193,8.753471371
0.0042299,0.215901,4.0760598,684,142.125,380193,9.072431035
0.0042299,0.215901,4.0760598,684,142.125,380193,8.547532171
0.0042299,0.215901,4.0760598,684,142.125,380193,8.18585615
0.0042299,0.215901,4.0760598,684,142.125,380193,8.403185004
0.0042299,0.215901,4.0760598,684,142.125,380193,11.11104234
0.0042299,0.215901,4.0760598,684,142.125,380193,10.00613343
0.0120897,0.214002,3.8510301,683,158.1990051,380358,10.66642448
0.0120897,0.214002,3.8510301,683,158.1990051,380358,7.728491748
0.0351414,0.212124,2.95035,683,165.9640045,380389,9.667292958
0.0068056,0.213662,1.60105,686,206.5650024,380284,9.022788022
0.0068056,0.213662,1.60105,686,206.5650024,380284,9.306433225
0.0068056,0.213662,1.60105,686,206.5650024,380284,9.136299349
0.0068056,0.213662,1.60105,686,206.5650024,380284,7.285346658
0.0068056,0.213662,1.60105,686,206.5650024,380284,8.256595114
0.0068056,0.213662,1.60105,686,206.5650024,380284,8.704429255
0.0068056,0.213662,1.60105,686,206.5650024,380284,8.557567335
0.0068056,0.213662,1.60105,686,206.5650024,380284,7.98192399
0.0068056,0.213662,1.60105,686,206.5650024,380284,8.16731964
0.0068056,0.213662,1.60105,686,206.5650024,380284,7.28715719
0.0073977,0.214304,2.7251401,685,156.8009949,380466,10.92327744
0.0142237,0.212883,3.0775199,684,144.4620056,380181,10.67745544
0.0276496,0.213645,3.0775199,683,144.4620056,380119,7.273738896
0.0107307,0.213517,2.0871301,685,120.9639969,379625,5.874466067
0.0107307,0.213517,2.0871301,685,120.9639969,379625,5.869223113
0.0107307,0.213517,2.0871301,685,120.9639969,379625,9.612631236
0.0050213,0.214363,2.7251401,684,156.8009949,380276,9.577294572
0.0050213,0.214363,2.7251401,684,156.8009949,380276,6.146781937
0.0072576,0.231968,2.7251401,712,246.8009949,380816,3.085437667
0.0072576,0.231968,2.7251401,712,246.8009949,380816,4.768091591
0.0072576,0.231968,2.7251401,712,246.8009949,380816,6.253164257
0.0330248,0.247732,4.0760598,720,195.2550049,382167,5.248367946
0.0463249,0.233325,1.82533,731,168.6900024,381887,3.681866208
0.0463249,0.233325,1.82533,731,168.6900024,381887,2.908805991
0.0463249,0.233325,1.82533,731,168.6900024,381887,2.925154889
0.0333064,0.227631,3.39325,713,251.5650024,380539,4.770413248
0.0215274,0.212786,4.3480902,686,170.5379944,380691,8.145656442
0.0366863,0.24077,2.7251401,711,246.8009949,380644,8.631756912
0.0366863,0.24077,2.7251401,711,246.8009949,380644,6.529163168
0.0366863,0.24077,2.7251401,711,246.8009949,380644,8.363189991
0.0397074,0.226143,2.2636399,714,288.4349976,379821,7.562120695
0.0062014,0.265696,2.1475899,720,270,380465,6.681150311
0.0238519,0.238535,3.23927,713,263.6600037,380267,4.175033817
0.0238519,0.238535,3.23927,713,263.6600037,380267,6.655291599
0.003278,0.257864,3.5763299,720,216.8699951,381560,6.000923595
0.003278,0.257864,3.5763299,720,216.8699951,381560,5.966199502
0.003278,0.257864,3.5763299,720,216.8699951,381560,5.530844869
0.0022203,0.258797,3.5404799,721,225,381500,4.733020129
0.0022203,0.258797,3.5404799,721,225,381500,4.795903042
0.0253199,0.236003,5.1996698,734,164.0549927,382423,1.200334718
0.0011753,0.241009,2.5805399,710,236.3099976,380980,4.937836287
0.0070844,0.240915,1.82533,712,258.6900024,380587,4.743951032
0.0353785,0.241032,1.60105,714,296.5650024,380080,4.567034002
0.0270825,0.232538,1.82533,714,281.3099976,380221,4.355262692
0.0270825,0.232538,1.82533,714,281.3099976,380221,4.145965772
0.0270825,0.232538,1.82533,714,281.3099976,380221,3.971982273
0.0270825,0.232538,1.82533,714,281.3099976,380221,3.460592816
0.0270825,0.232538,1.82533,714,281.3099976,380221,7.956182313
0.0270825,0.232538,1.82533,714,281.3099976,380221,8.147702607
0.0270825,0.232538,1.82533,714,281.3099976,380221,7.672848622
0.0270825,0.232538,1.82533,714,281.3099976,380221,6.942969689
0.0270825,0.232538,1.82533,714,281.3099976,380221,7.211012922
0.0270825,0.232538,1.82533,714,281.3099976,380221,7.309354554
0.0270825,0.232538,1.82533,714,281.3099976,380221,6.432043508
0.0270825,0.232538,1.82533,714,281.3099976,380221,3.196146361
0.0270825,0.232538,1.82533,714,281.3099976,380221,5.801950486
0.0270825,0.232538,1.82533,714,281.3099976,380221,5.404239531
0.0270825,0.232538,1.82533,714,281.3099976,380221,5.189892702
0.0270825,0.232538,1.82533,714,281.3099976,380221,5.37567079
0.0451726,0.2232,2.8624101,715,270,380229,5.198693059
0.0763905,0.214761,3.23927,717,276.3399963,379928,4.7759666
0.0763905,0.214761,3.23927,717,276.3399963,379928,4.570053077
0.0763905,0.214761,3.23927,717,276.3399963,379928,4.540367804
0.0462228,0.216739,3.39325,718,288.4349976,379436,4.18465322
0.0462228,0.216739,3.39325,718,288.4349976,379436,4.140506987
0.0462228,0.216739,3.39325,718,288.4349976,379436,3.98563842
0.0013492,0.236399,2.8624101,721,180,382015,4.201804175
0,0.244297,5.4380102,722,203.1990051,382127,3.165935497
0,0.244297,5.4380102,722,203.1990051,382127,2.859507207
0,0.244297,5.4380102,722,203.1990051,382127,3.541508353
0,0.244297,5.4380102,722,203.1990051,382127,3.474551143
0,0.244297,5.4380102,722,203.1990051,382127,7.61375639
0,0.244297,5.4380102,722,203.1990051,382127,2.487881789
0,0.244297,5.4380102,722,203.1990051,382127,4.217884798
0,0.244297,5.4380102,722,203.1990051,382127,6.699775008
0,0.244297,5.4380102,722,203.1990051,382127,6.838559267
0,0.244297,5.4380102,722,203.1990051,382127,6.631905076
0.0092512,0.233987,2.0871301,735,210.9640045,381895,4.540602265
0.002177,0.230058,1.13226,736,251.5650024,381358,4.30317472
0.0341905,0.225502,2.5304899,714,278.1300049,380077,6.740666551
0.0404661,0.216656,2.8624101,715,270,380235,5.695422529
0.0404661,0.216656,2.8624101,715,270,380235,5.307843649
0.0404661,0.216656,2.8624101,715,270,380235,5.148345578
0.0404661,0.216656,2.8624101,715,270,380235,5.201012197
0.0404661,0.216656,2.8624101,715,270,380235,5.215197461
0.0404661,0.216656,2.8624101,715,270,380235,5.359039896
0.0404661,0.216656,2.8624101,715,270,380235,4.820242108
0.0404661,0.216656,2.8624101,715,270,380235,4.3915358
0.0506541,0.211987,1.82533,716,258.6900024,380728,4.931723649
0.0506541,0.211987,1.82533,716,258.6900024,380728,4.93732224
0.0506541,0.211987,1.82533,716,258.6900024,380728,5.004964045
0.0506541,0.211987,1.82533,716,258.6900024,380728,4.409975327
0.0506541,0.211987,1.82533,716,258.6900024,380728,4.376247639
0.0506541,0.211987,1.82533,716,258.6900024,380728,4.392964833
0.0506541,0.211987,1.82533,716,258.6900024,380728,2.635025159
0.059613,0.219265,2.7251401,717,246.8009949,380899,4.759263385
0.0438839,0.217293,2.5304899,718,261.8699951,380604,4.51220559
0.0438839,0.217293,2.5304899,718,261.8699951,380604,3.793539188
0.0438839,0.217293,2.5304899,718,261.8699951,380604,4.310328709
0.0438839,0.217293,2.5304899,718,261.8699951,380604,3.564264015
0.0438839,0.217293,2.5304899,718,261.8699951,380604,3.51396437
0.0438839,0.217293,2.5304899,718,261.8699951,380604,7.313710872
0.0438839,0.217293,2.5304899,718,261.8699951,380604,6.507970456
0.0642615,0.211041,2.8624101,719,270,380347,6.527487122
0.0119529,0.227503,4.65874,723,212.470993,382052,6.523099197
0.0119529,0.227503,4.65874,723,212.470993,382052,4.715752133
0.0026139,0.228362,4.3187199,724,204.4440002,382256,6.339009633
0.0212194,0.242654,2.0871301,736,239.0359955,381803,4.609254844
0.0148098,0.238375,4.3480902,737,170.5379944,382707,4.369774179
0.0148098,0.238375,4.3480902,737,170.5379944,382707,3.953305843
0.0148098,0.238375,4.3480902,737,170.5379944,382707,3.736773838
0.0148098,0.238375,4.3480902,737,170.5379944,382707,3.19455979
0.0188188,0.240196,4.5202298,737,161.5650024,382591,3.02666678
0.0188188,0.240196,4.5202298,737,161.5650024,382591,2.649922804
0.0188188,0.240196,4.5202298,737,161.5650024,382591,2.448078553
0.0188188,0.240196,4.5202298,737,161.5650024,382591,2.493655985
0.0188188,0.240196,4.5202298,737,161.5650024,382591,2.931397998
0.0099024,0.239881,3.64697,736,168.6900024,382383,2.878195308
0.0099024,0.239881,3.64697,736,168.6900024,382383,2.390580054
0.0099024,0.239881,3.64697,736,168.6900024,382383,2.271357784
0.0099024,0.239881,3.64697,736,168.6900024,382383,2.605382618
0.042791,0.241519,1.51893,707,315,379512,5.320483156
0.0603316,0.229716,3.0357201,712,315,378726,3.8981551
0.0603316,0.229716,3.0357201,712,315,378726,3.353905093
0.0603316,0.229716,3.0357201,712,315,378726,2.900308857
0.0603316,0.229716,3.0357201,712,315,378726,3.867860025
0.0603316,0.229716,3.0357201,712,315,378726,4.122514186
0.0603316,0.229716,3.0357201,712,315,378726,3.577596735
0.0603316,0.229716,3.0357201,712,315,378726,3.593654528
0.0870475,0.226821,3.0775199,713,305.5379944,379021,5.268417612
0.0477724,0.228436,3.1996,714,296.5650024,379250,7.360400028
0.0477724,0.228436,3.1996,714,296.5650024,379250,7.269389263
0.0477724,0.228436,3.1996,714,296.5650024,379250,7.370282491
0.0477724,0.228436,3.1996,714,296.5650024,379250,6.750052578
0.0477724,0.228436,3.1996,714,296.5650024,379250,6.96558018
0.0477724,0.228436,3.1996,714,296.5650024,379250,6.639707116
0.0477724,0.228436,3.1996,714,296.5650024,379250,5.926843164
0.0329261,0.232366,3.1996,715,296.5650024,379291,5.65870895
0.0329261,0.232366,3.1996,715,296.5650024,379291,2.592481502
0.0329261,0.232366,3.1996,715,296.5650024,379291,5.578001744
0.0329261,0.232366,3.1996,715,296.5650024,379291,4.794807388
0.0329261,0.232366,3.1996,715,296.5650024,379291,5.030017789
0.0329261,0.232366,3.1996,715,296.5650024,379291,4.594940635
0.0329261,0.232366,3.1996,715,296.5650024,379291,3.690608826
0.0329261,0.232366,3.1996,715,296.5650024,379291,3.474842799
0.0329261,0.232366,3.1996,715,296.5650024,379291,3.714972886
0.0329261,0.232366,3.1996,715,296.5650024,379291,4.009477409
0.058119,0.236002,2.95035,716,284.0360107,379836,3.497179911
0.0335622,0.233774,2.0871301,718,239.0359955,381169,3.051785013
0.0210982,0.230292,1.82533,718,258.6900024,380760,3.177583635
0.0210982,0.230292,1.82533,718,258.6900024,380760,2.535176445
0.0210982,0.230292,1.82533,718,258.6900024,380760,2.387169132
0.0210982,0.230292,1.82533,718,258.6900024,380760,6.85704907
0.0577074,0.227487,2.8624101,719,270,380340,4.364968419
0.0577074,0.227487,2.8624101,719,270,380340,4.889740485
0.0577074,0.227487,2.8624101,719,270,380340,6.854443709
0.0577074,0.227487,2.8624101,719,270,380340,5.086799283
0.0577074,0.227487,2.8624101,719,270,380340,6.692317956
0.0543404,0.224589,4.2891502,720,270,379825,6.126271967
0.0543404,0.224589,4.2891502,720,270,379825,6.060004555
0.0543404,0.224589,4.2891502,720,270,379825,5.55575282
0.0447042,0.216332,2.7251401,723,246.8009949,381220,5.198798454
0.0416541,0.213526,3.1996,724,243.4349976,381319,4.725688769
0.0112009,0.232944,3.0775199,737,234.4620056,381945,3.370014102
0.0052559,0.240872,4.1687398,739,210.9640045,382656,2.316244132
0.0052559,0.240872,4.1687398,739,210.9640045,382656,2.572906416
0.0052559,0.240872,4.1687398,739,210.9640045,382656,2.09123131
0.0081103,0.247232,4.0760598,739,164.7449951,382741,1.734773003
0.0081103,0.247232,4.0760598,739,164.7449951,382741,1.530345698
0.0040919,0.246617,3.8510301,738,158.1990051,382495,1.253109975
0.0334051,0.247359,1.51893,711,45,379663,4.713911757
0.0531143,0.227583,2.0871301,711,329.0360107,379147,4.364494328
0.0531143,0.227583,2.0871301,711,329.0360107,379147,3.501095726
0.069883,0.224013,3.0775199,711,324.4620056,378388,3.755012976
0.069883,0.224013,3.0775199,711,324.4620056,378388,3.631930977
0.069883,0.224013,3.0775199,711,324.4620056,378388,3.711346674
0.0827123,0.225549,4.0446901,712,315,377892,3.36852184
0.0827123,0.225549,4.0446901,712,315,377892,5.422675721
0.0827123,0.225549,4.0446901,712,315,377892,6.730789984
0.0827123,0.225549,4.0446901,712,315,377892,5.14836054
0.0491051,0.234065,4.0446901,713,315,377943,3.204831194
0.0491051,0.234065,4.0446901,713,315,377943,3.034631662
0.0491051,0.234065,4.0446901,713,315,377943,2.86052154
0.0461864,0.235184,2.7251401,719,246.8009949,380963,2.624654304
0.0461864,0.235184,2.7251401,719,246.8009949,380963,6.985271164
0.0461864,0.235184,2.7251401,719,246.8009949,380963,7.408785705
0.0461864,0.235184,2.7251401,719,246.8009949,380963,7.441075347
0.0461864,0.235184,2.7251401,719,246.8009949,380963,7.059282658
0.0326145,0.232847,3.5763299,720,270,380100,6.62235681
0.0326145,0.232847,3.5763299,720,270,380100,6.629467906
0.0359117,0.230455,2.95035,722,284.0360107,380077,5.78467617
0.0258962,0.22979,1.82533,722,281.3099976,380530,5.705168986
0.0522686,0.225607,2.8624101,723,270,380536,5.377977607
0.0522686,0.225607,2.8624101,723,270,380536,4.218165491
0.0522686,0.225607,2.8624101,723,270,380536,4.952412696
0.0522686,0.225607,2.8624101,723,270,380536,4.753585924
0.0522686,0.225607,2.8624101,723,270,380536,4.632845658
0.0522686,0.225607,2.8624101,723,270,380536,4.328240457
0.0522686,0.225607,2.8624101,723,270,380536,3.381066352
0.0522686,0.225607,2.8624101,723,270,380536,2.692974952
0.0522686,0.225607,2.8624101,723,270,380536,2.687909875
0.0522686,0.225607,2.8624101,723,270,380536,2.835720289
0.0522686,0.225607,2.8624101,723,270,380536,2.157153918
0.0502333,0.220289,2.8624101,724,270,380575,2.686686595
0.0502333,0.220289,2.8624101,724,270,380575,2.744385245
0.0502333,0.220289,2.8624101,724,270,380575,2.123364712
0.0502333,0.220289,2.8624101,724,270,380575,2.178167919
4.24E-04,0.229574,2.7251401,735,246.8009949,381525,0.703642696
2.54E-04,0.252887,2.0871301,740,149.0359955,382228,4.953775625
2.54E-04,0.252887,2.0871301,740,149.0359955,382228,4.747883997
2.54E-04,0.252887,2.0871301,740,149.0359955,382228,2.793370382
2.54E-04,0.252887,2.0871301,740,149.0359955,382228,4.543643941
2.54E-04,0.252887,2.0871301,740,149.0359955,382228,4.845210191
2.54E-04,0.252887,2.0871301,740,149.0359955,382228,4.968872581
2.54E-04,0.252887,2.0871301,740,149.0359955,382228,4.723956889
2.54E-04,0.252887,2.0871301,740,149.0359955,382228,4.271478862
2.54E-04,0.252887,2.0871301,740,149.0359955,382228,3.802791021
2.54E-04,0.252887,2.0871301,740,149.0359955,382228,2.037105258
2.54E-04,0.252887,2.0871301,740,149.0359955,382228,1.807305889
0.0116369,0.222081,1.4321001,688,270,379476,6.988216697
0.0389401,0.229734,4.65874,703,265.6010132,379242,5.086849935
0.0201958,0.228612,4.0760598,706,285.2550049,378838,5.531587872
0.0302325,0.229824,1.82533,707,281.3099976,380005,4.243419892
0.0306853,0.246422,1.13226,707,251.5650024,380258,6.841814694
0.0409702,0.241131,2.5805399,710,33.6901016,378547,3.996325356
0.0409702,0.241131,2.5805399,710,33.6901016,378547,3.164553517
0.0409702,0.241131,2.5805399,710,33.6901016,378547,8.086269728
0.0409702,0.241131,2.5805399,710,33.6901016,378547,4.021908367
0.034324,0.222917,2.2636399,710,341.5650024,378744,3.132270468
0.0506182,0.224226,2.5304899,710,315,378848,3.703588373
0.0506182,0.224226,2.5304899,710,315,378848,3.454287102
0.0506182,0.224226,2.5304899,710,315,378848,3.554467642
0.0506182,0.224226,2.5304899,710,315,378848,3.571376301
0.0506182,0.224226,2.5304899,710,315,378848,3.502383176
0.0506182,0.224226,2.5304899,710,315,378848,3.250494242
0.0782528,0.230617,3.39325,711,288.4349976,379093,3.332659383
0.009337,0.239526,3.39325,716,288.4349976,379343,2.453163571
0.0310103,0.238409,3.64697,717,281.3099976,379485,2.557545555
0.0330745,0.232788,2.5304899,724,278.1300049,380449,1.840757251
0.0489656,0.226309,1.51893,725,315,380284,1.683249721
0.0489656,0.226309,1.51893,725,315,380284,6.072875576
0.0489656,0.226309,1.51893,725,315,380284,5.621594557
0.0489656,0.226309,1.51893,725,315,380284,5.741322739
0.0489656,0.226309,1.51893,725,315,380284,6.171473942
0.0489656,0.226309,1.51893,725,315,380284,1.491598568
0.0489656,0.226309,1.51893,725,315,380284,1.479422785
0.0489656,0.226309,1.51893,725,315,380284,5.737010146
0.0629381,0.219589,1.13226,725,341.5650024,380310,5.022878499
0.0638963,0.216226,2.95035,726,255.9640045,381038,4.841866665
5.60E-04,0.246012,3.8510301,737,248.1990051,381452,0.452167479
0.0267854,0.239126,1.51893,707,225,380807,3.645996971
0.0743875,0.22289,2.0871301,709,30.9638004,378798,3.228926478
0.0743875,0.22289,2.0871301,709,30.9638004,378798,8.444687668
0.0743875,0.22289,2.0871301,709,30.9638004,378798,8.097478033
0.0743875,0.22289,2.0871301,709,30.9638004,378798,5.238009558
0.0743875,0.22289,2.0871301,709,30.9638004,378798,5.233665802
0.0743875,0.22289,2.0871301,709,30.9638004,378798,4.24354774
0.0743875,0.22289,2.0871301,709,30.9638004,378798,4.141601873
0.0743875,0.22289,2.0871301,709,30.9638004,378798,5.255150009
0.0743875,0.22289,2.0871301,709,30.9638004,378798,3.992421998
0.0743875,0.22289,2.0871301,709,30.9638004,378798,3.830430344
0.0743875,0.22289,2.0871301,709,30.9638004,378798,4.097536161
0.0743875,0.22289,2.0871301,709,30.9638004,378798,3.620327992
0.0743875,0.22289,2.0871301,709,30.9638004,378798,3.739545457
0.0743875,0.22289,2.0871301,709,30.9638004,378798,3.238232905
0.0743875,0.22289,2.0871301,709,30.9638004,378798,3.303054969
0.0743875,0.22289,2.0871301,709,30.9638004,378798,3.340787257
0.0743875,0.22289,2.0871301,709,30.9638004,378798,3.445460223
0.0312207,0.220754,1.13226,709,341.5650024,379467,7.506882923
0.0312207,0.220754,1.13226,709,341.5650024,379467,7.440572709
0.0312207,0.220754,1.13226,709,341.5650024,379467,7.136252549
0.0654592,0.227655,1.4321001,709,270,379987,7.532488642
0.0654592,0.227655,1.4321001,709,270,379987,7.552505663
0.0654592,0.227655,1.4321001,709,270,379987,7.569325663
0.0626642,0.237067,3.1996,710,243.4349976,380503,7.50687117
0.0636617,0.2288,2.5304899,725,278.1300049,380486,5.540727721
0.0636617,0.2288,2.5304899,725,278.1300049,380486,5.531878036
0.0844009,0.223235,2.8624101,726,270,380641,4.879587455
0.0844009,0.223235,2.8624101,726,270,380641,3.398502442
0.0844009,0.223235,2.8624101,726,270,380641,2.822818427
0.0191791,0.217661,1.4321001,729,270,381095,1.90329537
0.0033771,0.260337,0.71616,734,180,381669,1.132982234
0.0113008,0.230366,3.1996,735,206.5650024,382430,1.870625768
0.0055814,0.227786,3.5404799,736,225,382196,1.110509544
0.0055814,0.227786,3.5404799,736,225,382196,0.671079258
0.0093466,0.226513,2.95035,706,284.0360107,379363,3.49337295
0.0159906,0.234071,1.13226,708,71.5650024,380038,3.316980626
0.0773421,0.227221,1.51893,709,315,379568,3.322142972
0.0773421,0.227221,1.51893,709,315,379568,3.417093656
0.0773421,0.227221,1.51893,709,315,379568,3.463807971
0.0773421,0.227221,1.51893,709,315,379568,3.469471388
0.0773421,0.227221,1.51893,709,315,379568,3.341683561
0.0789749,0.227275,0,709,-1,380252,3.814832346
0.0789749,0.227275,0,709,-1,380252,7.836853544
0.0789749,0.227275,0,709,-1,380252,7.784897676
0.0789749,0.227275,0,709,-1,380252,7.882841715
0.0789749,0.227275,0,709,-1,380252,7.538384613
0.0789749,0.227275,0,709,-1,380252,3.881125722
0.0789749,0.227275,0,709,-1,380252,6.903626642
0.0789749,0.227275,0,709,-1,380252,6.696283507
0.0789749,0.227275,0,709,-1,380252,6.757233609
0.0789749,0.227275,0,709,-1,380252,6.535166402
0.0789749,0.227275,0,709,-1,380252,6.156661416
0.0789749,0.227275,0,709,-1,380252,3.564601696
0.0789749,0.227275,0,709,-1,380252,5.328618663
0.0211765,0.230685,2.0248699,709,225,380809,3.427559639
0.0211765,0.230685,2.0248699,709,225,380809,3.56134354
0.0582521,0.237028,3.5404799,710,225,381077,3.76540399
0.0582521,0.237028,3.5404799,710,225,381077,3.919670265
0.0582521,0.237028,3.5404799,710,225,381077,8.040839015
0.0582521,0.237028,3.5404799,710,225,381077,3.685066655
0.0582521,0.237028,3.5404799,710,225,381077,4.972294994
0.0582521,0.237028,3.5404799,710,225,381077,8.453707514
0.0475394,0.244441,4.5761399,711,231.3399963,380897,7.735356624
0.0273039,0.25063,4.65874,713,237.529007,380857,7.234274546
0.0471813,0.239692,2.8624101,725,270,380597,5.461691518
0.0405279,0.235136,2.5304899,726,278.1300049,380512,5.167661753
0.0406127,0.226516,2.7251401,727,293.1990051,380076,4.774030199
0.0414909,0.218171,3.1996,728,296.5650024,379758,4.726847335
0.0171397,0.256531,1.4321001,734,90,380996,3.403069741
0.0153583,0.228841,2.5805399,736,213.6900024,382289,2.456245852
0.0411057,0.225711,0.71616,708,90,380279,4.72794747
0.0661088,0.223038,2.0871301,708,59.0362015,379410,4.622194153
0.0661088,0.223038,2.0871301,708,59.0362015,379410,3.82151492
0.0685884,0.226344,2.5805399,708,303.6900024,379133,3.728601703
0.0685884,0.226344,2.5805399,708,303.6900024,379133,3.866208748
0.0460525,0.231216,2.2636399,709,288.4349976,379710,3.799448374
0.0460525,0.231216,2.2636399,709,288.4349976,379710,3.397469995
0.043827,0.238473,2.0871301,709,239.0359955,380707,3.727326941
0.0095637,0.244795,3.5404799,710,225,381160,3.524791303
0.0095637,0.244795,3.5404799,710,225,381160,3.535819546
0.0095637,0.244795,3.5404799,710,225,381160,5.041373251
0.0157512,0.245921,4.0446901,711,225,381225,5.021741573
0.0197738,0.247915,4.0760598,712,232.125,381064,3.378593337
0.0370864,0.239082,3.0775199,726,324.4620056,378951,6.420437558
0.0478293,0.212646,2.0248699,729,315,380115,6.14641932
0.0137729,0.247805,2.5304899,734,81.8699036,380468,5.405010205
0.0068619,0.232668,1.13226,733,288.4349976,380753,5.595122892
0.0068619,0.232668,1.13226,733,288.4349976,380753,3.797657685
0.0495892,0.224425,2.8624101,735,270,380945,3.006051681
0.0495892,0.224425,2.8624101,735,270,380945,3.214013323
0.0495892,0.224425,2.8624101,735,270,380945,2.592416728
0.0397846,0.22568,2.95035,736,255.9640045,381394,4.636120808
0.0397846,0.22568,2.95035,736,255.9640045,381394,4.598840778
0.0695009,0.223934,1.13226,708,71.5650024,379944,7.465480399
0.0815393,0.221242,2.1475899,707,90,379668,7.604151854
0.0815393,0.221242,2.1475899,707,90,379668,7.346954862
0.0618592,0.215766,0.71616,706,90,379740,7.088972214
0.0618592,0.215766,0.71616,706,90,379740,4.610638809
0.0618592,0.215766,0.71616,706,90,379740,7.010233649
0.0618592,0.215766,0.71616,706,90,379740,7.22481252
0.0618592,0.215766,0.71616,706,90,379740,3.982875104
0.0618592,0.215766,0.71616,706,90,379740,6.533773153
0.0618592,0.215766,0.71616,706,90,379740,5.784379511
0.0618592,0.215766,0.71616,706,90,379740,5.675550366
0.0618592,0.215766,0.71616,706,90,379740,5.245582603
0.0618592,0.215766,0.71616,706,90,379740,4.132896589
0.0618592,0.215766,0.71616,706,90,379740,5.264036191
0.0618592,0.215766,0.71616,706,90,379740,3.801253301
0.0618592,0.215766,0.71616,706,90,379740,3.659498273
0.0618592,0.215766,0.71616,706,90,379740,8.777062603
0.0812555,0.221389,1.4321001,707,270,380062,3.659692291
0.0812555,0.221389,1.4321001,707,270,380062,8.87379501
0.0812555,0.221389,1.4321001,707,270,380062,7.707044558
0.0403652,0.230988,2.1475899,707,270,379814,7.541100407
0.0403652,0.230988,2.1475899,707,270,379814,4.637473294
0.0403652,0.230988,2.1475899,707,270,379814,4.592473243
0.0398497,0.241415,3.23927,708,263.6600037,379837,3.997525385
0.0438774,0.250511,3.6817801,711,240.9450073,380825,3.848379065
9.35E-04,0.248738,4.0760598,712,232.125,381083,7.379025638
0.0199187,0.234643,2.0871301,715,300.9639893,379640,3.051856638
0.0065732,0.234227,4.0760598,716,285.2550049,379047,6.148553299
4.93E-04,0.248207,3.64697,721,258.6900024,380592,5.987405668
0.0174977,0.240865,3.1996,727,296.5650024,379581,1.758582173
0.0570185,0.222026,4.0760598,730,254.7449951,380928,6.80019299
0.0223301,0.223474,2.7251401,734,293.1990051,380272,5.305084758
0.0223301,0.223474,2.7251401,734,293.1990051,380272,4.348576802
0.0223668,0.230095,3.39325,735,288.4349976,380125,3.023564007
0.0223668,0.230095,3.39325,735,288.4349976,380125,2.740817951
0.0223668,0.230095,3.39325,735,288.4349976,380125,2.468400972
0.0641165,0.229435,1.60105,708,333.4349976,379351,5.265488444
0.0641165,0.229435,1.60105,708,333.4349976,379351,5.826380055
0.0641165,0.229435,1.60105,708,333.4349976,379351,5.241774891
0.0557843,0.231986,1.60105,708,116.5650024,380557,3.923390901
0.0402824,0.230332,1.60105,707,153.4349976,380732,3.923796645
0.0402824,0.230332,1.60105,707,153.4349976,380732,6.105769747
0.0402824,0.230332,1.60105,707,153.4349976,380732,3.677798536
0.0402824,0.230332,1.60105,707,153.4349976,380732,5.753225754
